GEOid,GEOid2,GEOdisplay_label,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC01_EST_VC03,HC01_MOE_VC03,HC02_EST_VC03,HC02_MOE_VC03,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC01_EST_VC12,HC01_MOE_VC12,HC02_EST_VC12,HC02_MOE_VC12,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC01_EST_VC14,HC01_MOE_VC14,HC02_EST_VC14,HC02_MOE_VC14,HC01_EST_VC15,HC01_MOE_VC15,HC02_EST_VC15,HC02_MOE_VC15,HC01_EST_VC16,HC01_MOE_VC16,HC02_EST_VC16,HC02_MOE_VC16,HC01_EST_VC17,HC01_MOE_VC17,HC02_EST_VC17,HC02_MOE_VC17,HC01_EST_VC18,HC01_MOE_VC18,HC02_EST_VC18,HC02_MOE_VC18,HC01_EST_VC22,HC01_MOE_VC22,HC02_EST_VC22,HC02_MOE_VC22,HC01_EST_VC24,HC01_MOE_VC24,HC02_EST_VC24,HC02_MOE_VC24,HC01_EST_VC25,HC01_MOE_VC25,HC02_EST_VC25,HC02_MOE_VC25,HC01_EST_VC26,HC01_MOE_VC26,HC02_EST_VC26,HC02_MOE_VC26,HC01_EST_VC27,HC01_MOE_VC27,HC02_EST_VC27,HC02_MOE_VC27,HC01_EST_VC28,HC01_MOE_VC28,HC02_EST_VC28,HC02_MOE_VC28,HC01_EST_VC29,HC01_MOE_VC29,HC02_EST_VC29,HC02_MOE_VC29,HC01_EST_VC30,HC01_MOE_VC30,HC02_EST_VC30,HC02_MOE_VC30,HC01_EST_VC32,HC01_MOE_VC32,HC02_EST_VC32,HC02_MOE_VC32,HC01_EST_VC33,HC01_MOE_VC33,HC02_EST_VC33,HC02_MOE_VC33,HC01_EST_VC36,HC01_MOE_VC36,HC02_EST_VC36,HC02_MOE_VC36,HC01_EST_VC37,HC01_MOE_VC37,HC02_EST_VC37,HC02_MOE_VC37,HC01_EST_VC38,HC01_MOE_VC38,HC02_EST_VC38,HC02_MOE_VC38
1400000US36047092800,36047092800,"Census Tract 928, Kings County, New York",1013,102,73157,9008,93.2,4.1,72136,9438,11.0,5.0,10813,4802,14.8,6.7,14339,2616,2.7,2.5,7352,1794,0.0,3.4,-,**,7.3,4.5,31059,11238,743,117,77878,11818,3.6,3.7,N,N,39.0,10.3,N,N,29.7,9.9,N,N,17.5,8.5,N,N,10.1,6.7,N,N,0.0,4.6,N,N,2649,333,28713,4129,0.3,0.5,N,N,87.0,8.5,25993,3824,2.5,3.2,N,N,4.6,2.9,66449,47940,0.0,1.3,-,**,5.6,7.6,32150,907,0.0,1.3,-,**,7.2,8.0,27447,8512,0.3,0.5,N,N,59.0,(X),(X),(X),63.3,(X),(X),(X),41.8,(X),(X),(X)
1400000US36047093000,36047093000,"Census Tract 930, Kings County, New York",938,82,73842,8816,84.8,6.1,71820,8927,14.3,7.5,12082,4012,39.3,10.4,15002,2817,6.7,5.1,6667,1524,2.2,3.0,2024,232,18.3,8.6,20424,8576,838,104,77255,8545,9.1,5.6,N,N,32.2,12.0,N,N,20.2,8.7,N,N,25.5,9.8,N,N,3.8,4.7,N,N,9.2,6.8,N,N,2639,336,27378,2795,0.0,1.3,-,**,95.3,5.2,27840,3055,0.0,1.3,-,**,0.0,1.3,-,**,0.0,1.3,-,**,2.8,2.6,27222,17692,2.0,3.1,N,N,4.3,5.2,19823,1891,0.0,1.3,-,**,70.4,(X),(X),(X),68.7,(X),(X),(X),52.7,(X),(X),(X)
1400000US36047093200,36047093200,"Census Tract 932, Kings County, New York",459,29,60757,11495,66.4,11.8,64356,11904,12.9,7.4,19380,19427,52.7,16.4,14493,4102,3.7,6.1,-,**,8.5,8.4,1403,4,40.5,15.1,15469,6335,331,56,67167,14687,27.8,13.1,N,N,25.1,11.5,N,N,24.2,16.6,N,N,12.1,11.9,N,N,0.0,10.0,N,N,10.9,11.6,N,N,1264,204,23006,3833,15.4,15.8,17336,4900,83.2,16.0,23998,4511,1.3,2.3,N,N,0.0,2.7,-,**,0.0,2.7,-,**,0.0,2.7,-,**,0.0,2.7,-,**,15.7,16.3,20315,10528,2.7,2.7,26324,18046,52.9,(X),(X),(X),48.6,(X),(X),(X),37.9,(X),(X),(X)
1400000US36047093400,36047093400,"Census Tract 934, Kings County, New York",952,70,80016,8305,85.8,6.8,83713,8400,2.4,2.7,25483,13170,19.9,8.0,16951,3625,3.2,3.2,6430,3208,0.0,3.6,-,**,11.8,5.9,20528,10150,672,125,87195,10669,5.7,4.9,N,N,42.1,12.5,N,N,17.7,10.0,N,N,14.1,10.7,N,N,6.7,7.6,N,N,13.7,10.2,N,N,2544,376,30918,2925,3.0,2.7,24791,12453,96.0,3.3,31451,2976,0.0,1.4,-,**,0.0,1.4,-,**,0.0,1.4,-,**,1.1,1.7,-,**,0.0,1.4,-,**,4.5,3.0,15454,11964,1.8,2.2,29721,17191,60.2,(X),(X),(X),54.3,(X),(X),(X),46.6,(X),(X),(X)
1400000US36047093600,36047093600,"Census Tract 936, Kings County, New York",635,50,68902,12201,81.6,9.3,69469,13000,12.6,7.2,16210,11797,32.9,13.5,17520,2885,6.1,5.0,7338,1698,1.1,1.7,3186,24,18.4,9.9,20422,8121,451,72,76479,11308,14.6,10.0,N,N,31.3,13.4,N,N,17.5,10.2,N,N,18.6,11.4,N,N,6.4,7.9,N,N,11.5,8.8,N,N,2030,299,22406,3640,1.3,1.6,N,N,96.1,3.5,22037,3286,0.0,1.7,-,**,1.7,2.7,N,N,0.0,1.7,-,**,1.0,1.5,N,N,0.0,1.7,-,**,1.0,1.5,N,N,1.3,1.6,N,N,49.8,(X),(X),(X),59.4,(X),(X),(X),36.2,(X),(X),(X)
1400000US36047093800,36047093800,"Census Tract 938, Kings County, New York",877,85,49759,7654,86.8,6.5,49002,7358,9.6,5.8,17249,17043,28.2,10.0,11876,2902,9.1,7.1,6808,979,1.5,2.4,546,11,9.5,6.0,11389,8358,571,109,60228,9535,10.9,7.5,N,N,46.8,13.4,N,N,20.1,12.5,N,N,11.6,7.9,N,N,2.5,3.8,N,N,8.2,6.0,N,N,2303,429,19469,2814,0.0,1.5,-,**,86.1,13.9,19734,3002,0.0,1.5,-,**,0.5,0.9,N,N,0.0,1.5,-,**,11.5,14.1,19820,19971,2.0,3.7,8500,1411,9.2,13.8,10895,580,0.0,1.5,-,**,60.3,(X),(X),(X),70.2,(X),(X),(X),40.5,(X),(X),(X)
1400000US36047094401,36047094401,"Census Tract 944.01, Kings County, New York",1205,65,60963,7362,73.1,9.2,66936,8807,13.4,5.6,12952,8604,29.8,9.8,16844,3861,5.7,4.3,10628,5218,1.9,2.9,4239,9,21.9,7.4,18964,5115,881,118,69073,9998,16.3,9.2,N,N,25.5,12.2,N,N,23.2,11.9,N,N,25.8,10.2,N,N,5.9,5.8,N,N,3.3,3.9,N,N,3121,336,24192,2826,1.5,1.6,N,N,97.7,2.1,23726,2820,0.0,1.1,-,**,0.0,1.1,-,**,0.0,1.1,-,**,0.0,1.1,-,**,0.8,1.2,N,N,0.4,0.6,N,N,1.5,1.6,N,N,48.4,(X),(X),(X),56.6,(X),(X),(X),36.0,(X),(X),(X)
1400000US36047094402,36047094402,"Census Tract 944.02, Kings County, New York",1227,44,20265,2910,59.3,7.9,24690,4260,1.3,1.4,4550,5267,30.2,6.6,7903,845,18.1,6.9,7122,1101,11.2,6.0,3220,1114,7.2,3.9,11363,5398,856,110,23056,3991,24.2,9.2,N,N,57.5,11.7,N,N,3.5,4.4,N,N,13.9,7.9,N,N,0.0,4.0,N,N,0.9,1.9,N,N,2821,255,9047,1589,16.6,4.9,10764,2475,77.3,6.2,8731,1821,0.8,1.4,N,N,0.6,0.9,N,N,0.0,1.2,-,**,4.5,4.3,7025,6196,0.2,0.4,N,N,17.0,5.7,8641,2773,7.4,3.3,11089,3073,41.6,(X),(X),(X),47.8,(X),(X),(X),35.1,(X),(X),(X)
1400000US36047094600,36047094600,"Census Tract 946, Kings County, New York",685,76,67096,12932,80.9,9.4,66883,14090,10.9,6.7,16353,16065,33.6,12.3,14875,3729,7.6,6.3,6504,1086,10.2,7.2,2437,718,16.9,8.3,23424,13076,473,98,78180,15007,7.0,8.7,N,N,23.9,10.9,N,N,19.5,12.7,N,N,33.0,16.3,N,N,9.5,11.2,N,N,7.2,7.9,N,N,1790,301,26705,4015,1.5,1.4,40141,51935,92.7,9.4,24780,3903,0.0,1.9,-,**,5.8,9.1,53913,1784,0.0,1.9,-,**,0.0,1.9,-,**,0.0,1.9,-,**,0.4,0.7,N,N,1.1,1.2,N,N,47.9,(X),(X),(X),45.2,(X),(X),(X),40.8,(X),(X),(X)
1400000US36047095000,36047095000,"Census Tract 950, Kings County, New York",969,80,79050,12789,89.4,6.7,76054,11076,18.3,6.8,8980,12588,19.3,7.6,13110,3373,4.5,3.9,5566,1797,0.0,3.5,-,**,12.2,5.9,44787,48248,757,103,81178,12705,6.7,5.4,23155,19628,38.2,11.0,49135,8659,21.9,9.3,78013,26506,12.7,7.7,129688,53082,9.5,7.9,104893,24168,11.0,7.7,158053,48287,2955,421,26857,4399,4.1,2.7,33551,9843,94.4,3.3,26942,4654,0.0,1.2,-,**,0.0,1.2,-,**,0.0,1.2,-,**,1.5,2.4,N,N,0.0,1.2,-,**,3.8,3.0,18629,13728,3.0,2.4,37739,11224,67.6,(X),(X),(X),69.1,(X),(X),(X),46.6,(X),(X),(X)
1400000US36047095400,36047095400,"Census Tract 954, Kings County, New York",1464,119,70603,9324,91.3,5.1,68732,7186,5.4,3.3,41125,40214,17.4,6.4,13994,2284,2.7,2.3,7148,5079,0.6,1.0,3311,20,9.7,4.7,10435,4838,1190,135,76159,9669,3.6,3.7,N,N,46.6,8.5,N,N,21.8,7.4,N,N,14.6,6.4,N,N,11.8,6.2,N,N,1.6,1.8,N,N,4067,455,25970,2933,2.5,2.1,63157,22600,94.5,2.8,25110,2925,0.0,0.9,-,**,1.0,1.5,34833,5335,0.0,0.9,-,**,0.6,1.0,N,N,1.4,1.7,7702,2384,2.8,2.1,11193,8292,2.5,2.1,63157,22600,49.2,(X),(X),(X),53.6,(X),(X),(X),41.1,(X),(X),(X)
1400000US36047095600,36047095600,"Census Tract 956, Kings County, New York",1258,106,74276,10830,88.9,5.7,75908,11832,12.7,6.3,10152,3747,12.8,5.7,16750,4423,6.0,4.1,4613,909,1.4,2.2,1728,12,6.4,4.4,22355,13841,1019,123,77312,12529,6.7,4.5,29847,10750,31.7,10.6,53836,9853,27.0,9.1,97333,32681,13.1,6.5,61277,8692,9.7,5.9,126196,24355,11.9,6.5,98779,32829,4267,605,22870,3465,6.4,4.1,25743,10338,88.7,5.5,22909,3754,0.0,0.8,-,**,1.8,1.1,16507,2606,0.0,0.8,-,**,1.8,2.5,20490,3490,1.2,1.4,17768,5567,7.0,4.2,32508,15822,4.7,3.0,22894,8922,50.7,(X),(X),(X),53.6,(X),(X),(X),43.0,(X),(X),(X)
1400000US36047095800,36047095800,"Census Tract 958, Kings County, New York",1071,104,77438,13878,89.4,6.1,80928,14116,6.2,5.2,4639,3400,13.4,6.9,16273,3473,3.5,3.0,6116,5536,0.0,3.2,-,**,7.8,5.1,15943,8902,744,121,82936,13825,8.1,6.7,N,N,33.9,12.4,N,N,27.2,12.9,N,N,10.8,7.9,N,N,16.4,9.3,N,N,3.8,5.1,N,N,2838,391,30252,5572,11.4,7.7,21608,12667,79.8,10.4,30363,6686,0.0,1.2,-,**,2.9,4.5,35340,2395,0.0,1.2,-,**,5.9,6.4,42969,1272,0.0,1.2,-,**,10.2,9.2,26899,18933,7.1,4.3,31778,6752,57.2,(X),(X),(X),61.3,(X),(X),(X),42.3,(X),(X),(X)
1400000US36047096000,36047096000,"Census Tract 960, Kings County, New York",0,123,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,0,123,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,0,123,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,(X),(X),(X),-,(X),(X),(X),-,(X),(X),(X)
1400000US36047096200,36047096200,"Census Tract 962, Kings County, New York",473,77,73087,12906,93.2,7.7,70947,12739,12.3,8.6,8174,6080,22.4,15.4,12644,827,2.5,4.1,7792,16,2.5,4.1,5208,15,8.9,8.0,17071,9477,379,74,79175,14740,0.0,8.8,-,**,28.2,16.9,50816,15416,17.2,13.4,101088,31890,29.6,18.6,65476,20510,14.5,8.8,136540,22085,10.6,9.9,78910,22894,1489,296,24507,4401,12.9,9.2,16748,5611,82.4,11.9,26564,4743,0.0,2.3,-,**,0.0,2.3,-,**,0.0,2.3,-,**,4.7,7.6,9721,1429,0.0,2.3,-,**,7.3,8.6,15781,8990,10.3,9.0,14232,5141,50.3,(X),(X),(X),62.8,(X),(X),(X),38.5,(X),(X),(X)
1400000US36047096400,36047096400,"Census Tract 964, Kings County, New York",751,87,76032,12366,92.0,6.6,76687,13071,9.7,5.7,10147,11789,11.6,6.8,21586,8514,5.6,6.6,5855,4175,3.5,4.0,9488,1632,7.7,5.0,16509,12056,582,94,76966,15957,5.3,6.3,N,N,27.3,11.1,N,N,28.9,18.4,N,N,27.3,19.4,N,N,7.9,7.3,N,N,3.3,5.1,N,N,2422,377,23945,4385,7.2,5.1,20892,12673,76.6,8.4,25354,5792,1.1,1.8,N,N,0.0,1.4,-,**,0.0,1.4,-,**,14.6,9.3,16094,11272,0.5,0.7,N,N,16.1,9.6,17632,10535,6.5,5.5,19543,13450,60.7,(X),(X),(X),66.0,(X),(X),(X),47.8,(X),(X),(X)
1400000US36047096600,36047096600,"Census Tract 966, Kings County, New York",715,86,77472,15210,90.3,6.7,82826,16165,12.0,8.9,7433,6722,9.8,5.1,11596,1710,0.0,4.8,-,**,0.0,4.8,-,**,2.5,3.1,8411,6896,535,108,80475,20068,4.9,7.9,N,N,32.7,16.0,N,N,24.7,11.9,N,N,13.5,10.5,N,N,12.1,10.9,N,N,12.1,8.4,N,N,2454,452,23565,4622,20.9,8.4,17558,4968,68.6,12.2,24386,6388,0.0,1.4,-,**,0.0,1.4,-,**,0.0,1.4,-,**,10.4,9.7,30224,14636,0.0,1.4,-,**,14.8,9.7,26087,6886,16.6,9.3,15546,3985,45.6,(X),(X),(X),49.3,(X),(X),(X),31.6,(X),(X),(X)
1400000US36047096800,36047096800,"Census Tract 968, Kings County, New York",484,38,81052,8544,96.1,4.5,79518,8501,10.5,6.1,9337,4227,16.9,10.6,10267,3794,5.4,6.4,8481,642,0.0,7.0,-,**,3.9,4.6,22768,28220,381,78,82662,8462,0.0,8.8,N,N,40.9,15.0,N,N,24.7,13.5,N,N,18.6,14.0,N,N,11.5,9.6,N,N,4.2,5.1,N,N,1583,316,25359,3720,5.0,5.7,41030,18438,91.3,7.9,24979,3771,0.0,2.2,-,**,3.1,4.6,15212,5984,0.0,2.2,-,**,0.0,2.2,-,**,0.6,1.0,N,N,0.0,2.2,-,**,5.0,5.7,41030,18438,51.0,(X),(X),(X),52.5,(X),(X),(X),36.9,(X),(X),(X)
1400000US36047097000,36047097000,"Census Tract 970, Kings County, New York",651,92,57483,10608,94.0,5.3,57427,10927,2.3,3.6,10000,7924,18.0,9.7,15365,4784,1.7,2.7,7882,20,1.2,1.7,1263,19,3.8,4.2,9276,4655,449,102,67720,13558,0.0,7.5,N,N,52.3,18.6,N,N,30.1,17.7,N,N,9.8,9.6,N,N,2.9,4.6,N,N,4.9,5.5,N,N,1548,276,24497,4493,15.5,10.2,35928,14176,77.9,12.6,22920,4965,0.0,2.2,-,**,1.2,1.9,50879,10997,0.0,2.2,-,**,5.4,6.4,8325,7953,0.0,2.2,-,**,12.0,9.0,15585,9992,13.6,9.8,37368,16107,60.5,(X),(X),(X),81.7,(X),(X),(X),47.9,(X),(X),(X)
1400000US36047097400,36047097400,"Census Tract 974, Kings County, New York",685,73,63099,12919,87.3,8.9,65629,12306,2.9,3.3,40,16,16.8,9.6,15250,4124,0.0,5.0,-,**,1.3,2.3,2422,23,8.5,6.2,31116,6734,496,94,70340,15019,9.1,7.5,48936,8962,30.8,17.2,44337,16264,17.9,14.4,63964,29753,17.7,12.6,73766,11531,14.9,11.3,120712,28066,9.5,9.4,101832,50230,3262,630,15543,1806,16.5,7.2,7092,1339,72.2,7.2,17011,2320,0.0,1.1,-,**,2.6,2.6,34674,18329,0.0,1.1,-,**,8.4,6.5,13922,5116,0.3,0.5,N,N,13.7,5.7,15454,5518,12.0,7.5,6952,1513,38.4,(X),(X),(X),35.7,(X),(X),(X),33.4,(X),(X),(X)
1400000US36047098200,36047098200,"Census Tract 982, Kings County, New York",1591,70,29475,5293,63.4,5.8,38060,7325,2.5,2.0,972,4195,27.3,6.4,8803,1184,16.7,5.6,6513,1058,10.6,5.3,2707,780,5.2,2.7,10073,3416,1272,109,31277,5922,31.8,6.7,N,N,45.0,9.6,N,N,6.3,4.7,N,N,15.1,6.1,N,N,0.0,2.7,N,N,1.8,2.0,N,N,4288,362,11304,2378,10.8,4.6,9600,7690,78.5,5.4,11854,2671,0.0,0.8,-,**,0.0,0.8,-,**,0.0,0.8,-,**,10.8,4.6,9004,5237,0.0,0.8,-,**,27.6,5.5,8874,4078,0.6,0.8,N,N,38.6,(X),(X),(X),38.0,(X),(X),(X),26.4,(X),(X),(X)
1400000US36047098400,36047098400,"Census Tract 984, Kings County, New York",607,67,86064,28087,80.2,13.7,99949,29243,7.7,5.8,4196,3348,27.5,16.4,14073,4073,0.0,5.6,-,**,1.6,2.8,3270,10,15.0,13.6,10769,10567,512,77,92358,34489,18.0,15.5,N,N,31.3,16.8,N,N,28.7,17.9,N,N,4.5,4.2,N,N,13.7,11.0,N,N,3.9,4.6,N,N,1966,349,26731,7281,0.5,0.8,N,N,94.5,7.3,27855,7212,0.0,1.8,-,**,0.9,1.5,N,N,0.0,1.8,-,**,4.1,6.9,N,N,0.0,1.8,-,**,6.6,7.9,18633,29443,0.5,0.8,N,N,50.4,(X),(X),(X),47.9,(X),(X),(X),34.3,(X),(X),(X)
1400000US36047098600,36047098600,"Census Tract 986, Kings County, New York",973,80,73277,11295,93.5,5.1,71551,11136,15.1,6.9,4999,4564,20.1,8.5,14427,3876,4.5,3.6,6750,3823,2.1,3.4,3565,9,7.9,4.8,26369,14262,790,101,79913,10917,4.1,4.9,N,N,33.3,11.4,N,N,27.0,11.6,N,N,16.6,8.2,N,N,11.5,6.9,N,N,7.6,6.5,N,N,2972,424,24458,3895,2.7,2.3,59506,44910,94.2,3.8,23725,3403,0.0,1.2,-,**,2.1,2.5,8989,3802,0.0,1.2,-,**,0.9,1.4,N,N,0.0,1.2,-,**,3.1,2.5,32303,8683,1.9,1.9,73224,68220,54.1,(X),(X),(X),53.0,(X),(X),(X),36.6,(X),(X),(X)
1400000US36047098800,36047098800,"Census Tract 988, Kings County, New York",998,86,63757,7851,87.0,4.9,65316,7946,12.1,6.1,9760,2349,22.0,7.6,13040,3323,2.6,3.0,5731,2580,6.1,5.6,1516,316,12.6,7.4,18568,8969,590,114,75173,11339,1.2,1.9,N,N,23.7,12.3,N,N,46.1,14.3,N,N,16.3,11.8,N,N,7.1,6.9,N,N,5.6,6.5,N,N,2933,447,22753,3331,15.8,7.1,15535,5525,79.8,7.3,24687,4043,0.0,1.2,-,**,3.1,2.2,9358,3314,0.0,1.2,-,**,0.8,0.9,N,N,0.5,0.8,N,N,12.1,6.6,16999,6616,6.3,3.1,17891,8630,41.9,(X),(X),(X),40.3,(X),(X),(X),34.4,(X),(X),(X)
1400000US36047099000,36047099000,"Census Tract 990, Kings County, New York",477,52,63042,13367,88.5,7.9,59617,12963,15.3,9.0,8234,5056,17.2,10.5,15333,5366,2.5,3.9,3625,16,1.7,2.7,1638,14,24.5,12.3,25424,19741,390,71,71305,15200,4.1,4.6,N,N,38.2,16.7,N,N,26.7,14.3,N,N,13.3,11.2,N,N,5.1,6.1,N,N,12.6,9.9,N,N,1618,280,19564,3743,5.1,4.0,38567,24064,85.7,7.0,18426,4480,0.0,2.1,-,**,7.5,8.1,19055,1444,0.0,2.1,-,**,1.7,2.2,N,N,0.0,2.1,-,**,4.0,4.6,15544,6483,5.1,4.0,38567,24064,61.4,(X),(X),(X),65.1,(X),(X),(X),39.4,(X),(X),(X)
1400000US36047099200,36047099200,"Census Tract 992, Kings County, New York",565,81,76641,10891,91.2,7.9,74890,9546,12.2,8.5,16077,16670,11.0,7.5,12287,4777,3.7,4.2,4019,459,0.0,6.0,-,**,2.5,3.1,35500,9063,451,87,73101,11198,6.2,6.2,N,N,39.2,14.2,N,N,23.5,12.7,N,N,18.2,11.5,N,N,7.1,6.6,N,N,5.8,6.7,N,N,1620,307,27164,4737,10.9,7.4,27812,13800,87.0,8.1,27154,5299,0.0,2.1,-,**,1.4,2.2,N,N,0.0,2.1,-,**,0.0,2.1,-,**,0.7,1.2,N,N,3.3,3.6,N,N,9.6,6.7,31378,15542,37.5,(X),(X),(X),42.4,(X),(X),(X),29.3,(X),(X),(X)
1400000US36047099400,36047099400,"Census Tract 994, Kings County, New York",589,74,88989,11947,93.7,6.2,78572,9441,16.8,10.8,38183,49804,23.3,12.2,15062,4143,1.7,2.6,7260,20,0.0,5.8,-,**,14.8,8.9,25053,12413,485,91,85773,13236,7.6,7.5,N,N,33.2,15.9,N,N,20.8,15.4,N,N,27.0,15.5,N,N,6.8,7.9,N,N,4.5,5.0,N,N,2009,360,27065,4600,8.5,7.4,32576,15731,91.5,7.4,26556,4872,0.0,1.7,-,**,0.0,1.7,-,**,0.0,1.7,-,**,0.0,1.7,-,**,0.0,1.7,-,**,5.7,8.8,N,N,8.5,7.4,32576,15731,43.8,(X),(X),(X),41.0,(X),(X),(X),27.2,(X),(X),(X)
1400000US36047099600,36047099600,"Census Tract 996, Kings County, New York",1060,119,78930,9815,96.7,3.7,73070,9618,9.8,4.6,7576,4021,16.4,6.1,14414,4246,2.0,3.0,4262,9019,1.6,2.5,10024,11,9.4,5.5,27152,21795,883,116,80563,8609,3.9,4.1,38644,25603,32.7,12.2,48806,9487,19.4,9.3,94886,25698,27.0,12.6,90136,22406,10.4,7.1,137642,37541,6.7,5.4,91149,20474,3614,589,24854,3932,9.2,10.3,19302,15727,89.7,10.3,25563,4136,0.0,1.0,-,**,0.0,1.0,-,**,0.0,1.0,-,**,1.0,1.2,12824,7643,0.0,1.0,-,**,2.9,3.9,13407,3729,6.8,6.6,20951,18482,61.4,(X),(X),(X),64.0,(X),(X),(X),43.5,(X),(X),(X)
1400000US36047099800,36047099800,"Census Tract 998, Kings County, New York",1307,84,62387,9357,76.4,7.9,71837,11184,7.6,4.0,9011,4802,18.7,6.6,11741,4017,2.3,2.8,5397,3285,3.0,3.5,2044,22,9.8,5.4,19945,6316,876,130,74496,12723,13.1,8.6,N,N,40.5,12.8,N,N,29.7,12.4,N,N,9.1,6.7,N,N,2.2,2.5,N,N,5.4,5.0,N,N,3535,514,23624,3365,9.2,6.1,27215,10068,90.2,6.1,23363,3691,0.0,1.0,-,**,0.6,0.9,N,N,0.0,1.0,-,**,0.0,1.0,-,**,0.0,1.0,-,**,3.3,2.7,25151,26710,8.6,5.5,23627,12420,38.5,(X),(X),(X),39.6,(X),(X),(X),29.4,(X),(X),(X)
1400000US36047100400,36047100400,"Census Tract 1004, Kings County, New York",959,64,81083,14117,95.9,3.6,79092,14053,12.8,6.3,16889,16104,10.7,5.6,14777,6218,0.0,3.6,-,**,0.0,3.6,-,**,4.2,2.8,19743,6420,745,106,87929,18244,1.5,2.4,N,N,34.9,13.6,N,N,26.6,11.2,N,N,24.3,11.3,N,N,9.3,7.8,N,N,3.5,5.3,N,N,2605,320,31366,5517,6.7,5.2,52284,22834,92.9,5.3,29996,5524,0.0,1.3,-,**,0.0,1.3,-,**,0.0,1.3,-,**,0.0,1.3,-,**,0.4,0.7,-,**,1.5,2.2,N,N,5.2,4.7,60929,21416,45.9,(X),(X),(X),40.5,(X),(X),(X),37.9,(X),(X),(X)
1400000US36047100600,36047100600,"Census Tract 1006, Kings County, New York",899,50,90740,17482,93.2,5.9,90972,17042,19.5,8.6,7115,3469,16.8,8.3,17250,4731,1.7,2.5,3653,12,0.0,3.8,-,**,6.1,5.5,22491,11309,595,105,106323,23101,9.1,9.0,41161,22407,14.6,9.6,73848,14627,27.4,15.9,126185,66387,19.5,11.3,84974,22343,19.2,10.2,147663,35004,10.3,8.0,120589,28988,2560,349,32999,5047,6.7,4.3,27295,6300,90.2,5.7,33415,5651,0.0,1.4,-,**,3.1,3.6,33266,27125,0.0,1.4,-,**,0.0,1.4,-,**,0.0,1.4,-,**,4.5,3.8,23930,8061,3.5,2.9,29831,6274,59.4,(X),(X),(X),62.5,(X),(X),(X),41.7,(X),(X),(X)
1400000US36047100800,36047100800,"Census Tract 1008, Kings County, New York",733,58,80176,21357,89.6,7.0,84521,22634,14.2,7.6,7595,3608,20.6,8.2,11213,2555,2.3,3.3,5853,4595,0.0,4.7,-,**,4.8,4.3,9894,2950,603,92,83348,27457,11.3,9.3,N,N,33.8,14.0,N,N,30.8,11.9,N,N,14.1,8.8,N,N,8.5,9.0,N,N,1.5,2.3,N,N,2328,384,25499,5811,18.3,10.0,17613,8950,75.0,10.5,28315,7033,0.0,1.5,-,**,6.8,6.1,15615,4084,0.0,1.5,-,**,0.0,1.5,-,**,0.0,1.5,-,**,5.2,5.0,10260,9886,16.3,9.7,16458,9574,51.3,(X),(X),(X),54.2,(X),(X),(X),37.2,(X),(X),(X)
1400000US36047101000,36047101000,"Census Tract 1010, Kings County, New York",745,84,72268,16191,86.4,10.2,72774,16808,12.3,7.6,11530,8984,19.5,11.3,14471,4721,3.0,3.3,10168,1720,3.9,6.2,16814,7,11.4,8.8,23229,7610,624,103,77851,18099,5.9,7.6,N,N,45.5,20.0,N,N,29.3,16.5,N,N,9.6,10.1,N,N,9.6,10.8,N,N,0.0,5.5,N,N,2425,378,22790,4385,16.2,10.3,16698,4510,70.0,14.6,26380,5157,0.0,1.4,-,**,13.8,11.9,11711,11560,0.0,1.4,-,**,0.0,1.4,-,**,0.0,1.4,-,**,4.6,4.9,8108,4971,12.2,9.7,19743,3699,43.8,(X),(X),(X),46.2,(X),(X),(X),24.5,(X),(X),(X)
1400000US36047101200,36047101200,"Census Tract 1012, Kings County, New York",746,59,64161,12207,79.0,10.2,70511,13318,12.7,7.1,10093,5591,18.9,8.3,14402,2762,5.9,6.5,7007,2065,5.0,5.9,1200,381,14.6,8.2,18581,7152,616,81,69611,14339,13.6,9.4,N,N,34.4,13.1,N,N,16.4,10.0,N,N,22.6,11.5,N,N,9.4,9.0,N,N,3.6,4.2,N,N,2419,336,21210,4037,6.0,4.3,21298,8059,85.1,6.2,21970,4658,0.0,1.4,-,**,3.8,4.6,9766,4677,0.0,1.4,-,**,3.0,4.3,N,N,2.1,2.3,N,N,3.2,4.4,N,N,6.0,4.3,21298,8059,56.2,(X),(X),(X),65.6,(X),(X),(X),39.2,(X),(X),(X)
