GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC01_EST_VC03,HC01_MOE_VC03,HC02_EST_VC03,HC02_MOE_VC03,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC01_EST_VC11,HC01_MOE_VC11,HC02_EST_VC11,HC02_MOE_VC11,HC01_EST_VC12,HC01_MOE_VC12,HC02_EST_VC12,HC02_MOE_VC12,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC01_EST_VC14,HC01_MOE_VC14,HC02_EST_VC14,HC02_MOE_VC14,HC01_EST_VC15,HC01_MOE_VC15,HC02_EST_VC15,HC02_MOE_VC15,HC01_EST_VC16,HC01_MOE_VC16,HC02_EST_VC16,HC02_MOE_VC16,HC01_EST_VC17,HC01_MOE_VC17,HC02_EST_VC17,HC02_MOE_VC17,HC01_EST_VC20,HC01_MOE_VC20,HC02_EST_VC20,HC02_MOE_VC20,HC01_EST_VC22,HC01_MOE_VC22,HC02_EST_VC22,HC02_MOE_VC22,HC01_EST_VC23,HC01_MOE_VC23,HC02_EST_VC23,HC02_MOE_VC23,HC01_EST_VC24,HC01_MOE_VC24,HC02_EST_VC24,HC02_MOE_VC24,HC01_EST_VC25,HC01_MOE_VC25,HC02_EST_VC25,HC02_MOE_VC25,HC01_EST_VC26,HC01_MOE_VC26,HC02_EST_VC26,HC02_MOE_VC26,HC01_EST_VC27,HC01_MOE_VC27,HC02_EST_VC27,HC02_MOE_VC27,HC01_EST_VC28,HC01_MOE_VC28,HC02_EST_VC28,HC02_MOE_VC28,HC01_EST_VC30,HC01_MOE_VC30,HC02_EST_VC30,HC02_MOE_VC30,HC01_EST_VC31,HC01_MOE_VC31,HC02_EST_VC31,HC02_MOE_VC31,HC01_EST_VC34,HC01_MOE_VC34,HC02_EST_VC34,HC02_MOE_VC34,HC01_EST_VC35,HC01_MOE_VC35,HC02_EST_VC35,HC02_MOE_VC35,HC01_EST_VC36,HC01_MOE_VC36,HC02_EST_VC36,HC02_MOE_VC36
1400000US36047001500,36047001500,"Census Tract 15, Kings County, New York",2075,157,107491,13062,85.0,3.9,118601,13284,20.3,4.7,10087,5150,10.2,3.2,12014,1769,4.1,2.3,9428,2437,6.4,3.4,6393,2865,4.2,2.2,15801,6059,888,140,120055,22519,12.7,6.8,N,N,32.4,8.4,N,N,41.8,8.0,N,N,11.5,5.7,N,N,1.6,1.8,N,N,0.0,3.6,N,N,4529,469,49960,6694,37.5,5.9,75284,10450,25.1,5.0,27943,5969,0.0,0.7,-,**,23.9,5.1,50943,17638,0.0,0.7,-,**,10.4,5.0,11594,6011,3.1,1.7,43324,15458,18.1,5.0,16841,6376,30.6,4.5,87143,10630,18.0,(X),(X),(X),18.6,(X),(X),(X),15.2,(X),(X),(X)
1400000US36047001800,36047001800,"Census Tract 18, Kings County, New York",0,12,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,0,12,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,2308,342,10292,5388,29.4,4.3,13887,14576,37.0,6.1,8484,5985,1.9,2.1,18444,30968,5.5,3.6,13739,11874,0.6,1.2,N,N,16.8,5.1,3607,3106,8.8,3.9,15272,10892,49.0,5.3,7771,4007,14.7,3.5,21740,27244,-,(X),(X),(X),-,(X),(X),(X),65.7,(X),(X),(X)
1400000US36047002000,36047002000,"Census Tract 20, Kings County, New York",424,59,70621,11003,92.5,5.6,70581,11852,15.1,8.6,7127,6471,16.0,9.1,10469,2990,5.0,4.9,9305,1159,5.7,4.4,3563,1625,11.8,8.2,9008,3675,294,67,73138,13562,6.5,7.1,26047,23815,27.9,12.4,38402,12012,20.1,12.6,77983,32667,25.9,12.7,90453,28807,8.5,6.6,111664,30161,11.2,8.9,108845,45194,1397,285,22036,3160,33.3,10.5,28636,8061,5.6,5.6,31401,3164,0.0,2.3,-,**,16.1,13.0,16614,2913,0.0,2.3,-,**,44.2,13.4,17971,4891,0.9,1.3,N,N,70.4,13.4,22154,4434,10.4,5.6,27314,13805,39.9,(X),(X),(X),43.5,(X),(X),(X),34.3,(X),(X),(X)
1400000US36047002100,36047002100,"Census Tract 21, Kings County, New York",1557,119,267890,39719,99.4,0.9,262410,37119,31.2,7.4,19123,11668,1.1,1.4,22018,4747,0.0,2.1,-,**,0.0,2.1,-,**,0.4,0.6,7300,20,925,134,330523,62331,0.0,3.4,N,N,16.6,8.0,N,N,81.4,8.4,N,N,1.9,2.2,N,N,0.0,3.4,N,N,0.0,3.4,N,N,3831,363,108707,14970,78.8,6.4,121304,18271,6.0,3.5,85871,81399,0.0,0.8,-,**,7.6,4.0,68840,27563,0.0,0.8,-,**,3.1,2.0,33361,22884,4.5,3.2,38177,26669,8.3,4.7,68758,35016,74.2,7.1,122622,18734,18.0,(X),(X),(X),16.9,(X),(X),(X),17.1,(X),(X),(X)
1400000US36047002200,36047002200,"Census Tract 22, Kings County, New York",1576,80,53853,7757,77.7,5.8,57491,9144,11.8,4.4,11575,7737,22.3,5.9,16481,2995,11.6,5.1,9903,1759,11.2,6.8,5197,2403,6.9,2.7,23835,9093,1066,113,50972,8022,11.6,5.3,32311,11204,40.5,11.0,36822,7569,14.2,6.7,81630,23494,21.6,9.4,53108,14767,8.0,5.9,76594,28196,4.1,4.1,76618,36899,4666,443,19761,2578,46.4,9.2,20390,3371,2.4,1.8,26732,14044,3.9,4.4,12113,11462,15.9,5.0,22948,5428,0.0,0.7,-,**,30.6,9.3,16879,5522,0.9,0.6,44827,22053,67.2,6.9,16978,3066,15.5,4.5,28585,7328,32.2,(X),(X),(X),39.8,(X),(X),(X),30.8,(X),(X),(X)
1400000US36047002300,36047002300,"Census Tract 23, Kings County, New York",1561,58,24988,3645,60.1,8.3,30428,4576,1.0,1.1,4544,5523,24.3,6.7,9470,1516,21.7,5.6,7956,757,14.2,5.8,4500,1587,10.2,4.5,8108,2949,1098,111,26619,4515,29.9,10.2,N,N,48.5,10.8,N,N,5.0,3.7,N,N,11.2,7.1,N,N,1.6,2.7,N,N,3.7,3.5,N,N,3892,398,10597,1862,7.9,3.4,14836,5943,58.3,9.4,11019,2546,0.6,1.2,N,N,6.8,3.0,9404,2978,1.7,2.6,5568,1109,17.8,8.6,6536,3314,6.9,4.1,15476,5930,38.1,9.6,8933,2126,0.7,0.9,N,N,39.7,(X),(X),(X),45.2,(X),(X),(X),31.9,(X),(X),(X)
1400000US36047002901,36047002901,"Census Tract 29.01, Kings County, New York",1252,59,18691,3021,43.5,8.2,27074,5193,0.0,2.6,-,**,26.6,7.2,8472,1255,19.3,5.7,8073,973,7.7,5.2,3742,1381,11.7,4.4,11023,4676,803,111,22271,3994,50.3,10.6,N,N,29.6,9.4,N,N,5.9,5.2,N,N,13.0,8.1,N,N,0.0,4.0,N,N,1.2,2.0,N,N,3383,478,7681,1144,9.6,6.0,5653,4071,57.3,8.2,9114,1878,0.0,1.0,-,**,10.0,5.9,5363,2194,0.0,1.0,-,**,18.4,8.5,6830,2817,4.7,4.4,2628,2019,30.8,9.0,6812,1972,1.4,1.4,5667,8345,42.0,(X),(X),(X),45.6,(X),(X),(X),34.5,(X),(X),(X)
1400000US36047003000,36047003000,"Census Tract 30, Kings County, New York",751,49,82049,11986,87.5,6.7,83747,12585,19.2,6.2,7443,2619,22.6,7.8,13047,3403,1.6,1.6,6717,5695,1.1,1.2,7763,9587,8.4,4.4,28551,10737,517,87,91744,14409,6.8,4.3,N,N,38.7,13.7,N,N,42.7,14.2,N,N,9.1,7.4,N,N,2.7,3.0,N,N,0.0,6.1,N,N,1932,283,32223,5578,72.9,11.2,38956,6927,4.2,4.5,11754,15321,0.0,1.7,-,**,9.2,7.1,18282,3139,0.0,1.7,-,**,11.7,13.4,13946,12272,2.0,1.9,N,N,20.1,13.0,27329,19852,67.0,10.7,36681,6328,29.7,(X),(X),(X),36.2,(X),(X),(X),24.1,(X),(X),(X)
1400000US36047003100,36047003100,"Census Tract 31, Kings County, New York",907,77,81457,10604,78.3,7.0,88981,12094,15.0,4.7,5821,2579,30.0,6.2,16195,1494,6.6,6.4,9290,1571,2.2,2.3,1915,713,22.9,6.4,20440,7135,322,67,109315,22698,2.2,2.4,N,N,36.0,14.9,N,N,35.4,12.9,N,N,17.4,11.8,N,N,9.0,9.0,N,N,0.0,9.6,N,N,2660,423,30804,4752,24.0,5.3,36742,9217,42.8,6.1,26842,4519,0.0,1.2,-,**,18.0,5.3,40741,17099,0.0,1.2,-,**,9.8,5.2,15765,7372,5.3,3.2,30060,25488,14.0,5.5,16617,5365,21.0,5.0,38825,10600,31.0,(X),(X),(X),22.0,(X),(X),(X),42.3,(X),(X),(X)
1400000US36047003300,36047003300,"Census Tract 33, Kings County, New York",1498,89,110098,18245,94.1,3.4,110855,18719,17.2,5.6,16200,14456,7.7,2.5,13141,4430,3.7,2.6,14459,11097,6.7,3.6,5269,1488,3.0,1.7,3122,3352,411,99,162544,53200,3.6,3.3,N,N,39.2,12.7,N,N,42.3,13.6,N,N,9.0,8.4,N,N,0.0,7.6,N,N,5.8,9.3,N,N,2948,304,57774,8556,61.1,8.8,65096,12813,10.5,4.7,71968,30476,0.0,1.1,-,**,9.4,4.1,45952,16087,0.0,1.1,-,**,13.0,5.6,33876,13462,6.0,4.7,28514,33235,22.6,9.1,26003,10545,55.5,8.9,69906,12736,23.2,(X),(X),(X),26.0,(X),(X),(X),18.0,(X),(X),(X)
1400000US36047003400,36047003400,"Census Tract 34, Kings County, New York",1468,65,99199,15963,77.3,6.2,108431,20105,28.4,7.4,7753,3136,29.6,6.1,18342,1866,2.0,1.8,5527,2889,0.0,2.2,-,**,19.3,5.7,31905,10475,808,134,114763,24426,6.9,4.3,N,N,21.7,9.4,N,N,51.6,11.4,N,N,12.7,10.9,N,N,0.0,3.9,N,N,7.1,9.6,N,N,3331,509,43820,9128,78.0,11.7,44568,10380,0.1,0.2,N,N,7.4,9.7,23418,550,13.1,8.7,53356,19173,0.0,1.0,-,**,0.5,0.6,N,N,1.0,1.2,N,N,14.5,9.3,28478,8913,71.3,11.1,45477,11163,31.5,(X),(X),(X),30.2,(X),(X),(X),24.0,(X),(X),(X)
1400000US36047003500,36047003500,"Census Tract 35, Kings County, New York",786,60,77879,12105,83.5,5.2,82734,14062,19.5,6.6,6971,4053,28.8,6.6,13443,1640,2.0,2.6,7325,1331,2.5,2.7,2100,2193,10.1,5.1,11333,5001,363,60,109948,20081,9.6,7.5,N,N,30.0,11.4,N,N,43.8,10.4,N,N,12.1,9.8,N,N,0.0,8.6,N,N,4.4,4.6,N,N,1506,151,40971,5250,27.4,7.7,63256,17604,43.7,6.9,23998,3909,0.0,2.1,-,**,13.8,5.1,49120,19863,0.0,2.1,-,**,5.7,5.7,39262,39734,9.4,4.8,44061,26245,13.4,5.3,19525,10056,20.6,5.4,77604,15408,31.8,(X),(X),(X),36.6,(X),(X),(X),27.2,(X),(X),(X)
1400000US36047003600,36047003600,"Census Tract 36, Kings County, New York",1802,88,83458,11040,69.5,5.8,100864,12707,17.2,4.7,9207,4508,25.4,5.7,17385,2186,5.3,2.7,10307,1480,7.9,3.3,2929,714,16.1,5.0,19985,5011,1023,153,105126,20667,15.1,7.3,N,N,15.3,6.8,N,N,39.7,9.8,N,N,16.6,8.7,N,N,11.5,6.3,N,N,1.8,2.1,N,N,4306,501,35961,5729,68.5,8.3,35716,7244,4.1,2.2,38997,12951,0.0,0.8,-,**,19.3,6.9,40939,12589,2.1,3.6,25689,1314,0.9,0.9,45816,8104,5.2,3.3,20816,10292,12.2,6.2,35044,14723,59.0,8.3,35633,7474,29.2,(X),(X),(X),30.1,(X),(X),(X),24.4,(X),(X),(X)
1400000US36047003700,36047003700,"Census Tract 37, Kings County, New York",368,30,108289,18754,96.2,1.6,108792,20045,23.6,9.8,5599,2671,6.5,3.5,9429,3131,5.4,3.1,2275,62,0.0,8.4,-,**,1.1,1.6,35075,44,116,28,126773,27548,0.0,24.1,N,N,13.8,17.9,N,N,78.4,20.9,N,N,7.8,11.4,N,N,0.0,24.1,N,N,0.0,24.1,N,N,729,96,54766,8567,79.3,7.0,55849,9803,3.6,3.7,52615,81312,0.0,4.4,-,**,7.1,4.5,90010,50894,0.0,4.4,-,**,8.2,3.8,14003,6998,1.8,2.8,N,N,17.4,7.6,29144,8856,71.9,9.2,57585,10945,8.7,(X),(X),(X),10.3,(X),(X),(X),11.2,(X),(X),(X)
1400000US36047003800,36047003800,"Census Tract 38, Kings County, New York",661,61,127643,21221,83.8,7.9,134123,21684,27.8,8.9,16675,9184,19.2,7.2,16492,5237,1.4,1.6,29567,7357,0.0,4.8,-,**,14.5,6.2,40504,12742,465,60,137918,25615,12.5,9.2,45719,41893,32.9,12.9,102411,18099,37.4,12.0,210797,41919,5.2,4.3,135825,63582,4.5,3.3,90276,41830,7.5,6.9,113626,7849,1730,234,49833,10562,76.1,11.9,51539,10654,0.6,1.0,N,N,0.0,1.9,-,**,21.0,11.9,47113,35513,0.0,1.9,-,**,0.0,1.9,-,**,2.3,2.7,N,N,9.3,10.1,34826,23932,67.1,13.8,54095,11315,28.1,(X),(X),(X),31.4,(X),(X),(X),24.9,(X),(X),(X)
1400000US36047003900,36047003900,"Census Tract 39, Kings County, New York",1115,71,127867,23231,82.8,4.7,136112,27010,30.9,7.2,35248,24081,10.0,3.8,13815,3833,6.6,3.9,6939,3227,3.6,2.8,1570,375,5.3,3.0,15095,11521,387,81,191427,59258,7.8,5.9,N,N,19.9,12.3,N,N,63.8,13.2,N,N,4.9,5.1,N,N,0.0,8.1,N,N,3.6,5.9,N,N,2490,349,59307,9206,58.0,10.2,64779,13437,16.1,7.4,54166,25048,0.0,1.3,-,**,13.5,4.4,63082,22637,0.0,1.3,-,**,4.7,3.2,36293,25777,7.7,3.1,36305,21223,16.7,4.9,27415,10166,47.2,9.0,73666,16628,26.3,(X),(X),(X),30.5,(X),(X),(X),23.3,(X),(X),(X)
1400000US36047004100,36047004100,"Census Tract 41, Kings County, New York",1539,91,135769,20633,91.6,4.9,132946,20843,33.3,6.6,24488,10340,13.7,5.5,13420,1414,2.9,3.6,9959,35,0.0,2.1,-,**,5.7,2.8,41613,23327,665,139,196522,33129,8.7,5.5,N,N,20.5,10.5,N,N,60.0,10.0,N,N,7.7,6.3,N,N,3.2,4.0,N,N,0.0,4.8,N,N,3593,374,60268,7887,73.6,5.9,63788,7239,13.5,5.4,48459,24808,0.0,0.9,-,**,6.1,2.6,77438,33699,0.0,0.9,-,**,3.5,2.1,9249,2867,3.4,2.4,51774,28258,9.4,3.5,37165,17321,70.3,5.7,64732,7580,19.9,(X),(X),(X),19.7,(X),(X),(X),22.1,(X),(X),(X)
1400000US36047004300,36047004300,"Census Tract 43, Kings County, New York",1511,99,126045,17879,86.4,6.0,133041,17494,25.2,6.6,16815,10811,19.7,5.9,14768,2828,4.7,3.8,8006,1220,0.6,0.9,2133,19,6.8,4.5,42765,19950,568,108,182118,38663,1.8,3.0,N,N,23.2,12.2,N,N,68.0,12.7,N,N,7.0,5.1,N,N,0.0,5.6,N,N,0.0,5.6,N,N,3080,294,62127,9256,64.8,8.1,75634,10515,5.9,3.2,40857,51951,0.0,1.0,-,**,7.5,3.3,75961,29491,0.0,1.0,-,**,15.5,6.5,27945,13582,6.4,3.7,11165,7536,20.9,7.0,35956,16757,61.0,8.5,78431,10656,12.5,(X),(X),(X),22.2,(X),(X),(X),16.7,(X),(X),(X)
1400000US36047004400,36047004400,"Census Tract 44, Kings County, New York",965,69,108177,14017,76.0,6.9,111937,15418,40.4,9.0,21927,6548,40.5,7.8,20819,2059,0.7,1.1,3629,21,0.7,1.1,286,25,21.2,7.2,21320,4668,681,92,131107,16935,14.7,5.0,51217,14512,35.8,8.3,122368,30099,27.5,6.5,152134,18776,12.8,6.7,89939,25697,6.3,3.9,249993,109756,2.9,2.7,364055,107252,2506,230,42242,5746,90.1,5.4,44428,6430,0.0,1.3,-,**,0.0,1.3,-,**,9.2,4.9,22632,12058,0.0,1.3,-,**,0.1,0.2,N,N,0.6,1.8,N,N,6.4,4.2,33521,46328,84.1,5.9,45050,6108,28.1,(X),(X),(X),30.0,(X),(X),(X),19.6,(X),(X),(X)
1400000US36047004500,36047004500,"Census Tract 45, Kings County, New York",1716,89,177412,28815,90.6,3.6,170053,27621,40.9,7.4,40395,26447,14.3,3.9,17666,2893,0.0,1.9,-,**,0.0,1.9,-,**,6.1,2.1,44710,42104,748,113,268960,60594,4.8,3.6,49022,17272,30.7,8.9,303901,153668,54.4,9.7,293201,61653,5.6,3.7,71021,31696,4.4,3.6,218315,120622,0.0,4.2,-,**,3305,232,93583,14455,90.4,3.3,94646,15487,1.5,1.6,68347,22717,0.0,1.0,-,**,3.7,1.7,70628,43708,0.0,1.0,-,**,2.2,1.9,35350,16345,2.2,1.3,165038,222181,6.8,3.8,37263,24438,86.1,4.5,97457,15890,17.5,(X),(X),(X),14.6,(X),(X),(X),12.7,(X),(X),(X)
1400000US36047004600,36047004600,"Census Tract 46, Kings County, New York",510,43,132672,36963,67.6,12.6,168163,51731,28.4,11.6,30345,14257,39.8,9.7,18427,4905,1.0,1.7,19300,10,0.0,6.2,-,**,14.1,10.9,16768,14120,383,47,163783,48846,20.4,11.9,31485,33938,28.5,13.3,229169,141819,38.1,13.9,182563,44135,6.0,5.6,183152,78995,7.0,7.2,163959,7897,0.0,8.1,-,**,1388,140,49680,11515,93.0,4.5,49272,12138,0.5,0.9,N,N,0.6,1.1,N,N,4.0,3.3,73296,26378,0.0,2.3,-,**,1.1,2.9,N,N,0.8,1.2,-,**,5.0,6.3,N,N,89.0,6.1,51448,12004,24.9,(X),(X),(X),20.4,(X),(X),(X),17.4,(X),(X),(X)
1400000US36047004700,36047004700,"Census Tract 47, Kings County, New York",641,68,122906,24398,87.4,5.5,131047,27053,20.6,6.9,9980,5434,9.7,4.1,22602,4785,5.6,3.5,8108,3623,4.8,3.1,3023,1219,6.9,4.2,23130,12870,419,71,145075,36368,6.2,5.0,25765,8885,30.8,13.4,118522,59376,55.6,12.9,184005,57576,7.4,5.3,63039,23361,0.0,7.5,-,**,0.0,7.5,-,**,1524,196,52549,10186,57.2,12.6,66627,14249,14.0,10.7,34771,11989,0.0,2.1,-,**,7.7,4.5,27704,14859,0.0,2.1,-,**,17.7,11.7,27760,13433,3.3,2.2,75636,44422,27.7,11.6,28492,9200,48.7,12.5,72952,17093,20.6,(X),(X),(X),16.5,(X),(X),(X),15.3,(X),(X),(X)
1400000US36047004900,36047004900,"Census Tract 49, Kings County, New York",912,84,129426,24171,86.1,5.5,136990,26940,27.7,7.9,17085,9487,12.6,6.1,21750,3754,3.0,4.1,9767,7,2.0,2.3,3006,2072,10.5,5.1,29310,8275,513,103,175870,38823,14.4,10.0,N,N,22.2,10.0,N,N,60.2,12.0,N,N,3.1,3.4,N,N,0.0,6.1,N,N,0.0,6.1,N,N,2425,264,53560,9738,72.8,6.5,62044,11358,12.0,5.7,32026,39425,0.1,0.2,N,N,5.4,3.2,41248,16830,0.0,1.3,-,**,4.8,2.7,10953,7388,4.9,3.1,36492,9506,12.6,4.9,22360,9285,67.2,7.0,64633,11924,22.3,(X),(X),(X),24.6,(X),(X),(X),28.8,(X),(X),(X)
1400000US36047005000,36047005000,"Census Tract 50, Kings County, New York",1073,74,110009,17478,72.9,8.1,118172,21249,29.5,8.7,22860,10878,34.8,8.1,19830,2337,2.1,3.4,-,**,2.1,3.2,5130,7,25.9,8.1,32432,7608,563,96,148142,30551,15.1,10.1,N,N,27.2,14.1,N,N,38.5,11.8,N,N,5.2,3.6,N,N,12.3,9.1,N,N,1.8,2.8,N,N,2298,191,52012,8952,95.5,3.6,50560,8997,0.5,0.6,24167,9255,0.0,1.4,-,**,3.4,3.4,90954,26283,0.0,1.4,-,**,0.6,0.8,N,N,0.0,1.4,-,**,8.5,4.3,56516,19203,87.5,5.7,50209,9844,29.6,(X),(X),(X),36.1,(X),(X),(X),23.5,(X),(X),(X)
1400000US36047005100,36047005100,"Census Tract 51, Kings County, New York",970,78,133603,45085,89.7,5.9,140542,48307,30.2,8.5,7047,3618,19.0,7.5,13099,3415,1.5,1.7,2420,159,0.0,3.3,-,**,7.2,4.8,31294,11323,499,111,169077,80334,6.4,6.3,N,N,11.4,7.0,N,N,74.9,10.2,N,N,5.8,5.3,N,N,0.0,6.3,N,N,1.4,2.2,N,N,2112,235,62038,20365,82.4,7.5,65654,23815,2.9,2.3,58532,29986,0.4,0.6,N,N,6.3,3.7,45151,19437,0.0,1.5,-,**,5.4,5.1,36508,19935,2.6,2.4,N,N,13.4,5.9,44132,13850,74.4,7.5,67409,26259,21.6,(X),(X),(X),24.0,(X),(X),(X),16.8,(X),(X),(X)
1400000US36047005201,36047005201,"Census Tract 52.01, Kings County, New York",1041,79,62967,16661,46.9,6.7,98111,31259,22.2,7.2,24782,28859,46.9,7.0,11243,1245,15.5,6.3,9153,1633,0.0,3.1,-,**,17.7,6.6,24701,10271,334,76,80009,20296,21.0,11.8,N,N,38.0,17.6,N,N,24.3,14.0,N,N,6.9,7.2,N,N,9.9,7.3,N,N,0.0,9.3,N,N,1698,199,39064,10018,79.7,9.2,43846,11329,1.1,1.8,N,N,6.3,7.5,N,N,11.1,5.6,31774,26657,0.0,1.9,-,**,0.5,0.7,N,N,1.3,2.1,-,**,10.2,7.3,26215,8286,70.0,10.6,46180,13151,24.8,(X),(X),(X),28.1,(X),(X),(X),23.6,(X),(X),(X)
1400000US36047005202,36047005202,"Census Tract 52.02, Kings County, New York",1349,88,86684,11506,68.3,6.4,100608,16505,31.9,7.0,9859,4468,33.1,7.0,20318,2549,0.7,1.2,6589,24,0.7,1.2,30,36,22.3,6.4,29508,11943,557,94,115028,18670,25.7,10.6,N,N,26.8,10.9,N,N,28.2,10.2,N,N,8.8,7.2,N,N,9.2,8.2,N,N,1.4,2.6,N,N,2418,205,49300,6436,90.6,6.1,52405,6522,0.4,0.6,N,N,0.0,1.3,-,**,4.9,4.8,12139,15579,0.0,1.3,-,**,2.3,2.6,23867,2591,1.8,1.7,35718,37738,6.6,4.5,28927,7811,87.5,6.7,52949,6477,29.1,(X),(X),(X),32.1,(X),(X),(X),23.9,(X),(X),(X)
1400000US36047005300,36047005300,"Census Tract 53, Kings County, New York",911,94,94176,16720,88.3,5.2,94347,16531,13.6,5.7,45220,41190,11.6,5.1,14409,6025,5.8,4.2,6808,1300,0.8,1.2,-,**,4.5,3.3,33893,19555,467,116,102026,21219,12.8,7.8,43467,48039,15.8,8.8,65578,36136,40.3,13.8,156218,49506,11.3,9.5,50500,15397,6.2,5.0,176734,40063,13.5,9.9,47851,14353,2359,417,36526,7001,43.2,10.6,56456,12432,18.3,9.4,15539,7309,0.6,0.9,N,N,2.6,2.3,46021,48793,0.0,1.4,-,**,31.1,11.7,22702,12780,4.2,3.1,21338,5305,40.4,10.7,20536,10008,36.3,8.7,64862,12195,36.7,(X),(X),(X),35.3,(X),(X),(X),21.9,(X),(X),(X)
1400000US36047005400,36047005400,"Census Tract 54, Kings County, New York",1648,108,81107,10643,75.5,6.4,89428,11461,21.2,5.3,9143,2866,29.9,6.0,16226,1932,2.7,2.8,18471,10182,1.6,2.7,215,6,13.3,4.4,33455,8294,852,115,89311,15023,17.1,7.5,32690,16531,35.1,9.5,75296,24394,33.9,10.2,132442,27671,5.8,5.2,90602,18447,8.1,7.3,88280,36250,0.0,3.7,-,**,3454,358,39158,5421,82.8,7.3,42112,6593,0.7,1.0,N,N,0.2,0.4,N,N,12.4,7.4,20435,4250,0.0,0.9,-,**,2.5,2.2,52361,11851,1.4,1.1,8222,6633,11.9,5.6,34251,10306,74.8,8.0,43466,7370,34.0,(X),(X),(X),35.3,(X),(X),(X),27.9,(X),(X),(X)
1400000US36047005601,36047005601,"Census Tract 56.01, Kings County, New York",1410,91,72923,10690,76.2,5.3,79586,12531,25.6,7.3,3757,1924,31.8,7.4,15754,2330,1.1,0.8,19467,9100,0.4,0.7,5400,26,18.9,5.6,23547,9394,564,109,95756,22632,16.5,10.8,N,N,38.5,14.4,N,N,39.5,15.1,N,N,2.1,3.0,N,N,1.8,2.8,N,N,1.6,2.7,N,N,2630,251,39559,5469,81.3,10.9,42379,5869,9.1,7.3,13390,3762,0.0,1.2,-,**,7.5,5.2,44205,27235,0.0,1.2,-,**,2.2,2.2,28021,10433,0.0,1.2,-,**,13.8,7.1,28875,13020,76.1,10.8,41755,6185,35.7,(X),(X),(X),59.4,(X),(X),(X),32.0,(X),(X),(X)
1400000US36047005602,36047005602,"Census Tract 56.02, Kings County, New York",888,81,93182,26453,68.6,9.5,102758,32419,17.6,6.0,8026,4843,33.7,10.4,17553,3570,7.4,7.9,14739,5117,5.2,7.9,5450,4,11.7,5.2,72037,87055,411,105,109385,51364,29.0,17.9,N,N,25.3,15.9,N,N,35.5,14.3,N,N,7.5,6.1,N,N,2.7,2.9,N,N,0.0,7.6,N,N,1854,306,45525,15290,74.6,13.2,53698,19321,0.0,1.7,-,**,0.0,1.7,-,**,10.4,6.4,31104,10498,0.0,1.7,-,**,13.3,13.9,15592,14616,1.7,2.1,N,N,28.5,15.0,19828,8504,59.8,13.9,61320,21383,35.2,(X),(X),(X),53.0,(X),(X),(X),37.0,(X),(X),(X)
1400000US36047005800,36047005800,"Census Tract 58, Kings County, New York",1595,91,69933,10722,76.8,5.8,75864,11939,20.9,6.3,8935,7053,24.9,6.3,16574,2422,6.3,4.6,9512,1157,3.2,3.4,4512,1267,12.9,4.7,23156,10495,696,113,94024,18984,14.9,7.7,N,N,39.1,11.8,N,N,31.6,11.7,N,N,6.2,6.0,N,N,4.2,3.7,N,N,4.0,4.6,N,N,3397,403,33664,5261,82.5,6.0,34578,5935,0.0,1.0,-,**,0.0,1.0,-,**,14.3,5.9,28345,11911,0.0,1.0,-,**,2.4,2.0,24871,25774,0.9,0.8,57880,39230,16.0,5.9,26375,7017,68.6,8.1,36260,7124,30.8,(X),(X),(X),41.8,(X),(X),(X),27.2,(X),(X),(X)
1400000US36047005900,36047005900,"Census Tract 59, Kings County, New York",561,69,71112,11271,87.7,7.1,75836,11762,16.0,7.0,3482,2462,10.7,6.9,11473,2580,6.2,5.1,6731,3419,2.5,2.5,4186,2302,7.5,6.5,21700,14655,238,75,89652,22186,8.0,8.6,N,N,29.0,17.2,N,N,44.1,19.9,N,N,8.0,9.1,N,N,10.9,16.0,N,N,0.0,12.7,N,N,1278,236,31770,7204,64.1,15.6,35953,8150,12.7,11.0,11617,9235,0.0,2.5,-,**,6.3,7.2,64814,9085,0.0,2.5,-,**,14.7,14.2,15699,5944,2.2,2.3,38339,10849,21.0,14.4,13570,5147,58.8,15.2,38785,8437,27.3,(X),(X),(X),17.6,(X),(X),(X),16.2,(X),(X),(X)
